区县,名称,电话,联系人,邮编,地址,创建时间,房屋面积,服务项目
普陀区,普陀区桃浦镇新杨和苑老年活动室,13917453100,陆惠鸣,200331,红柳路238弄41号0幢102室,2005-06,300,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动
普陀区,桃浦镇迎春苑老年活动室,66273404,熊连升,200331,红棉路351弄121号对面,2007-01,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,绿春苑老年活动室,66955104,袁建平,200331,雪松路392弄112号31幢105室,2003-01,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,桃浦镇金光村老年活动室,62504603,顾莺,200331,古浪路355弄141号0幢0室,2007-10,200,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
普陀区,李子园村老年活动室,62509092,陈新华,200331,真南路710弄9号0幢0室,2007-10,180,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,桃浦镇合欢苑居委会老年活动室,66262153,陶美华,200331,武威路1082弄68号底层,2000-06,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,阳光威尼斯B区活动室,52753937,杨玉宝,200331,祁连山南路2727弄56号201室,2005-10,400,医疗咨询与健康教育，社区为老服务便民活动
普陀区,阳光威尼斯A区老年活动室,52753937,杨玉宝,200331,靖边路299弄8号101室,2005-10,300,阅览，谈心服务，远程收视点
普陀区,昆仑花苑小区老年活动室,52798946,葛建新,200331,桃浦路1149弄28号,2005-05,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,普陀区桃浦镇槎浦新家园文化活动中心,69124636,金龙福,201802,金迈路300号,2005-01,500,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
普陀区,上海市普陀区桃浦镇紫荆苑老年活动室,66269782,王柏林,200331,绿杨路51弄81号,2004-05,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,桃浦镇春光村老年活动室,62845608,顾根宝,200331,武威路1019弄246号,2003-08,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,山茶苑老年活动室,66273936,赵沪鲜,200331,雪松路503弄252号102室,2006-08,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,桃浦镇祥和星宇老年活动室,51625824,郑旭东,200331,古浪路55弄会所,2008-10,160,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,桃浦镇雪松苑一委,66262817,范玉琴,200331,雪松路458弄61号,2002-07,230,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,金祁新城居委会老年活动室,13641765309,时荣华,200331,祁安路365弄93号,2008-08,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,桃浦镇李子园六村老年活动室,63639795,吴珍,200331,真南路822弄521支弄79号,2007-09,147,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
普陀区,合阳居委会老年活动室,56062213,朱莉婷,200062,延长西路150弄56号,2008-06,260,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,延长居委会老年活动室,56055839,尹学军,200065,延长西路50弄25号,1995-01,200,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
普陀区,双山小区老年活动室,56610570,朱庆云,200065,双山路161弄17号201室,2008-01,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,梅川六委星光老年活动室,52501064,阮水芳,200333,丹巴路1500弄52号,2002-07,262,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
普陀区,曹杨八村,62601471,姜文芳,200333,曹杨八村44号,2000-01,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,清六,52766539,苏凤琴,200333,桃浦路1023弄48号,1997-07,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真光三,52750093,徐建芬,200333,真光路1915弄50支弄1933号,2007-02,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,杨家桥,63637100,陶美珍,200333,真北路2857弄,2006-04,120,阅览，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真北五,62651437,应珠,200333,大渡河路1927弄10号,2010-08,140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,圣骊澳门苑居委会老年活动室,62275823,余勤,200060,澳门路58弄11号102-103室,2007-10,219,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
普陀区,真西二,62651824,徐培英,200333,北石路610弄29号,2008-03,158,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,海棠苑,52819046,戴可珍,200333,真北路1902弄61号,1997-03,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,清涧四,62067008,李玉桃,200333,清涧路39弄78号,2006-02,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
普陀区,真光四,52769109,游步乾,200333,铜川路2060弄127号101室,2010-08,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真光二,52768723,周文英,200333,铜川路1780弄42号101室,2010-06,124,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,北大街,6216003,王纯青,200333,郁介弄72号,2008-10,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,上海家园老年活动室,52765924,孙金龙,200333,金鼎路298弄48号,2005-01,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真光十老年活动室,52766175,赵华,200333,子洲路58弄26号1幢101室,2010-09,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真光第七居委老年活动室,52794209,姚玉香,200333,铜川路1781弄70号102室,2009-07,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
普陀区,万三居委老年活动室（中环锦园）,56353550,黄海珍,200333,真华路388弄28号,2010-03,38,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
普陀区,万二居委老年活动室02,66092308,王志奎,200333,新村路1901弄65号101室,2004-03,110,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,万二居委老年活动室01,66092308,王志奎,200333,真金路459号三楼,2010-05,60,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,真源居委老年活动室（丽和苑）,32023240,朱红芳,200333,真北路1143弄2号,2004-02,100,医疗咨询与健康教育，社区为老服务便民活动，谈心服务
普陀区,中浩云居委会老年活动室,36364901,汪心逸,200333,富平路299弄11号,2009-11,443,阅览，老人康乐、兴趣小组活动
普陀区,交暨居委会灵石路1565弄小区老年活动室,36336211,袁颖,200333,灵石路1565弄,2005-05,30,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,交暨居委会交暨路65弄小区老年活动室,36336211,袁颖,200333,交暨路65弄30号,2004-05,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,交暨居委会交暨路190弄小区老年活动室,36336211,袁颖,200333,交暨路190弄,2008-01,30,阅览，谈心服务，老人康乐、兴趣小组活动
普陀区,泾泰居委朝霞老年活动室,32023267,孙惠红,200333,清峪路593弄11号（2）,2003-03,100,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
普陀区,泾泰居委泾阳老年活动那个是,32023267,孙惠红,200333,金沙江路2349弄26号102室,2001-05,110,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
普陀区,泾泰居委泰宸苑一起活动室,32023267,孙惠红,200333,金沙江路2388弄22号102室,2007-05,88,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
普陀区,怒一居委活动室,52510023,劳力萍,200333,怒江路603号,1995-03,50,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,怒江路第一居委会活动室,52510023,劳力萍,200333,怒江路601弄6号106室,1996-10,60,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,新曹杨老年人文化活动中心,52656535,朱雪林,200333,中江路1070弄69号,2005-10,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,建二居委活动室,52959910,郭泰峰,200333,同普路1485号,2006-09,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
